symbol,calendarYear,marketCap,marginProfit,roe,roic,revenuePerShare,netIncomePerShare,debtToEquity,peRatio,shareValue,marketCap_YoY_Growth,marginProfit_YoY_Growth,roe_YoY_Growth,roic_YoY_Growth,revenuePerShare_YoY_Growth,netIncomePerShare_YoY_Growth,debtToEquity_YoY_Growth,peRatio_YoY_Growth,shareValue_YoY_Growth,date,date_NY,benchmark,return,target
ADP,2020,64141811999.99999,0.1690564641050597,0.4287924620145336,0.2398867655290666,33.86675951717734,5.725394614670381,0.408365494941066,26.005194405027364,148.89,,,,,,,,,,2020-06-30,2021-06-30,43.14620355411955,33.400497011216345,0
ADP,2021,84671706000.0,0.1731709917762938,0.4582811590624503,0.2401791402894713,35.19915552427868,6.095472671827352,0.5869737747129681,32.58483971522032,198.62,32.00703778059779,2.4338186019773778,6.877149124631132,0.1218803212256647,3.934229392173005,6.463800000941533,43.7373583186009,25.301273306078297,33.400497011216345,2021-06-30,2022-06-30,-20.92091527240924,5.749672741919243,1
ADP,2022,87964752000.0,0.1787396277192195,0.9143025454996434,0.362089156378621,39.39422158548233,7.041308500477555,1.0834340991535671,29.82968293261894,210.04,3.889192925910812,3.215686348969693,99.50690256830975,50.75795339354616,11.918087234536332,15.517021887765312,84.57964321887627,-8.455333236807206,5.749672741919243,2022-06-30,2023-06-30,31.80391037533896,4.6419729575319035,0
ADP,2023,90927123000.0,0.1894271660319117,0.972329087230344,0.4123095721715171,43.539279671259365,8.247522359197486,0.9514975349804792,26.6492154161782,219.79,3.3676795905705603,5.979389377201283,6.346536167521055,13.869627109292049,10.521995152975894,17.13053559062385,-12.177627072672292,-10.662089582463786,4.641972957531904,2023-06-30,2024-06-30,30.45314276433329,8.599117339278406,0
ADP,2024,96766102000.0,0.1953902075760574,0.8250505761280675,0.392646555138423,46.76716999512908,9.137847053093036,0.8147814231682646,25.790538912579954,238.69,6.421603155749245,3.14793367237578,-15.14698192582058,-4.768993581578663,7.413743057399436,10.795056443862515,-14.368519810723356,-3.222145531072396,8.599117339278406,2024-06-30,2025-04-29,6.081922310756971,,0
ADSK,2021,62818608000.0,0.3186998733642888,1.2511651993785604,0.3335739688913797,17.276207839562442,5.505925250683683,2.1798032107716208,52.002158940397344,277.43,,,,,,,,,,2021-01-31,2022-01-31,12.601575584641145,-9.9628735176441,0
ADSK,2022,54878863000.0,0.1133047601677913,0.5853256389117889,0.1061491583954899,19.9654073736914,2.262175694128357,3.603815804969968,110.42024748490944,249.79,-12.639160995098775,-64.44781763741753,-53.217557585320186,-68.17822483322887,15.565913301706756,-58.91379575399325,65.32757577204715,112.33781391935752,-9.9628735176441,2022-01-31,2023-01-31,-18.848643437543046,-13.863645462188234,1
ADSK,2023,46474560000.0,0.1644355644355644,0.7187772925764192,0.1534253015173129,23.171296296296298,3.810185185185185,2.3283842794759826,56.46969623329283,215.16,-15.314280472611108,45.12679272437823,22.799557168337547,44.53746392004525,16.05721767956174,68.43011774349802,-35.39114079401775,-48.859292095853846,-13.863645462188234,2023-01-31,2024-01-31,41.52807005634378,17.96337609221046,0
ADSK,2024,54881111931.96,0.1665441176470588,0.4884097035040431,0.1598471425568335,25.158499006211542,4.190000018313907,1.415633423180593,60.57517873284768,253.81,18.088502466639824,1.282297548423994,-32.04992581869631,4.185646680183286,8.576139567266594,9.968408743111045,-39.20104015222135,7.270240099386949,17.96337609221046,2024-01-31,2025-01-31,22.605942873588013,16.453252432922262,0
ADSK,2025,66938099999.99999,0.181373348556516,0.4242655475009538,0.180115224131991,28.51627906976744,5.1720930232558135,0.9763449065242272,60.19613309352518,295.57,21.969285321674768,8.904085667488681,-13.13326814412038,12.679664616432662,13.346503949726385,23.43897376251347,-31.03123375466711,-0.6257441533836783,16.453252432922262,2025-01-31,2025-04-29,0.0,,0
AEP,2020,41278456429.21,0.1474746120588531,0.1070561386605939,0.038725228581829,30.094717740485404,4.438206823798769,1.6754254071597838,18.762081918644608,83.27,,,,,,,,,,2020-12-31,2021-12-31,26.80882259195512,6.845202353788893,0
AEP,2021,44531458087.69,0.1481717484516436,0.1109115061605121,0.0406260167205283,33.54896300628853,4.971008507381282,1.6341360126954692,17.897776651939232,88.97,7.8806281529899325,0.4727162072562851,3.601257758923193,4.908397466738768,11.47791215584737,12.00488631411898,-2.4644125777171566,-4.606659700416738,6.845202353788893,2021-12-31,2022-12-31,-33.07025260776676,6.721366752838032,1
AEP,2022,48599392772.700005,0.1174775325237404,0.0965622305741334,0.0405415050739486,38.37024330163046,4.507641505411126,1.6908560522989613,21.064230570691745,94.95,9.134968536174014,-20.71529576228248,-12.937589690299845,-0.2080234623075716,14.370877259121873,-9.32138823102231,3.4709497350795093,17.691884195065242,6.721366752838032,2022-12-31,2023-12-31,51.19047619047619,-14.460242232754084,0
AEP,2023,42145357052.04,0.1163241546071866,0.0874609354885985,0.0383080606886725,36.58154809547102,4.255317656427807,1.7272950524226929,19.086706694461306,81.22,-13.280074816666154,-0.9817859566642384,-9.425315707208735,-5.50903174710029,-4.661672828338393,-5.597691135828365,2.1550622286378163,-9.388066037322618,-14.460242232754084,2023-12-31,2024-12-31,26.98527037432625,13.555774439793167,0
AEP,2024,48890447138.560005,0.1504515422411301,0.7598985811606823,0.0442169223266107,37.20349486363018,5.5973231789931255,11.720227424063925,16.477519173118534,92.23,16.004349134333683,29.338178084498235,768.8434178247996,15.424590886913323,1.700165248709529,31.537140841604906,578.5307123774371,-13.67018188685176,13.555774439793169,2024-12-31,2025-04-29,0.0,,0
AMAT,2020,54511160000.0,0.2103825136612022,0.3421251654377009,0.2111521939734881,18.77947598253275,3.950873362445415,0.5150311968235961,15.062492401215806,60.95,,,,,,,,,,2020-10-25,2021-10-31,38.1359860234606,124.20016406890895,1
AMAT,2021,126954099999.99998,0.2553006980878463,0.4807708010124928,0.3063624693914585,25.343956043956045,6.47032967032967,0.4451702457744754,21.56149796195652,136.65,132.89561256814198,21.350721428768505,40.52482821525696,45.09082933323667,34.95560827964037,63.76960425592644,-13.564411530792931,43.14694665151253,124.20016406890896,2021-10-31,2022-10-30,-28.258007898200965,-34.34321258690084,0
AMAT,2022,76900590000.0,0.2530541012216405,0.5350992291290799,0.3441379065987264,29.60390355912744,7.491389207807118,0.4544858126947679,11.78553103448276,89.72,-39.4264620047718,-0.8799806984596592,11.300276140350585,12.330308370442022,16.808534183783408,15.780641628812454,2.092585254453816,-45.33992464124081,-34.34321258690084,2022-10-30,2023-10-29,25.634106853750676,46.3441818992421,1
AMAT,2023,110065200000.0,0.2585511181506203,0.4193528656186923,0.2876500577856458,31.567857142857143,8.161904761904761,0.3669337574163557,16.05385064177363,131.3,43.12660019903618,2.172269448486497,-21.63082232407152,-16.414305930833383,6.634103437768357,8.950483488414518,-19.26397982794945,36.21660826994033,46.3441818992421,2023-10-29,2024-10-27,41.86712485681559,42.056359482102046,1
AMAT,2024,153276180000.0,0.2640933176332057,0.3777169622651439,0.2590159583838262,32.86094316807739,8.678355501813785,0.3294037155939161,21.35658074404348,186.52,39.25943895073103,2.14356043873567,-9.92860828365173,-9.954491100139972,4.096210963476299,6.327576159912196,-10.228015565178604,33.03089221766924,42.056359482102046,2024-10-27,2025-04-29,3.1953976584578214,,0
AMD,2020,110770212476.46,0.2550445559766465,0.4265890011992462,0.4076711754220404,8.09189591642684,2.0637940010143225,0.0909713894123693,44.48602910701205,91.81,,,,,,,,,,2020-12-26,2021-12-25,29.03927337853396,59.17656028755036,1
AMD,2021,179803377351.15997,0.1924059875867105,0.4217687074829932,0.3695602664472883,13.357172681520298,2.570000001154143,0.0881686007736427,56.86381320403542,146.14,62.32105484980481,-24.55985314019862,-1.129962024970632,-9.348443371130644,65.06851817513815,24.527932530622152,-3.0809561740578477,27.82398057432447,59.17656028755036,2021-12-25,2022-12-31,-34.00416377515615,-55.679485424934995,0
AMD,2022,101781428543.67,0.0559298334816321,0.0241095890410958,0.0227776583170221,15.018818185914224,0.8400000002290909,0.0579908675799086,77.10714283611362,64.77,-43.39292729474785,-70.93134460983104,-94.28369421122406,-93.83655106216054,12.44009899409939,-67.31517510304042,-34.227301929413734,35.59966961667216,-55.679485424935,2022-12-31,2023-12-30,53.79299984978218,127.58993361123979,1
AMD,2023,237919740000.0,0.0376543209876543,0.0152794675445502,0.011025619723968,14.052044609665428,0.5291201982651796,0.0537286194804265,278.59454332552696,147.41,133.7555518764594,-32.67578563411897,-36.62493575271769,-51.594586368308185,-6.437081561820279,-37.00950022370546,-7.349860895957327,261.3083471626774,127.5899336112398,2023-12-30,2024-12-28,27.60304747020901,-15.073604233091375,0
AMD,2024,202807800000.0,0.0636416521233275,0.0285054196775986,0.0247969693350557,15.916666666666666,1.012962962962963,0.0085290439132851,123.58793418647164,125.19,-14.757892724664211,69.0155351471977,86.56029468622263,124.90317964758847,13.269400352733673,91.44288316419468,-84.12569688973257,-55.63878146670521,-15.073604233091377,2024-12-28,2025-04-29,-2.1681720759338496,,0
AMGN,2020,134733120000.0,0.2857142857142857,0.7720267828674673,0.1004078265408529,43.38566552901024,12.395904436860068,3.505792326495908,18.54806167400881,229.92,,,,,,,,,,2020-12-31,2021-12-31,26.80882259195512,-2.152922755741127,0
AMGN,2021,128232900000.0,0.2268370607028754,0.8795522388059701,0.1073074796612211,45.57719298245614,10.33859649122807,4.971492537313432,21.760207025284235,224.97,-4.8245153084854,-20.607028753993607,13.927684676836094,6.871628794355944,5.051270798140717,-16.59667478166782,41.80795878124685,17.317957033626683,-2.152922755741127,2021-12-31,2022-12-31,-33.07025260776676,16.744454816197706,1
AMGN,2022,141300320000.0,0.2489077992630019,1.7896749521988529,0.0929712395771102,48.927509293680295,12.178438661710038,10.63780387872166,21.565982905982903,262.64,10.190380159849768,9.72977629481635,103.47568606367412,-13.35996347074,7.35086145501278,17.795860125143758,113.9760604864605,-0.8925655857761505,16.744454816197706,2022-12-31,2023-12-31,51.19047619047619,9.663417605848302,0
AMGN,2023,154090700000.0,0.2382759843916282,1.077824133504493,0.0841956887131721,52.691588785046726,12.555140186915889,10.367939666238769,22.940404942682743,288.02,9.05191155971905,-4.271386795774868,-39.7754250189263,-9.438995224603495,7.693176181875705,3.0931840744924832,-2.536841396584588,6.373101762584366,9.663417605848302,2023-12-31,2024-12-31,26.98527037432625,-9.506284285813482,0
AMGN,2024,141007619046.24,0.1223671613212063,0.6959332993023651,0.0890954116998381,61.78128117419835,7.560000000073936,10.226135783563045,34.4761904758533,260.64,-8.49050653528085,-48.64477776321564,-35.431646252012214,5.819446412936657,17.250746463980548,-39.78561857913421,-1.3677151607805138,50.285884499393305,-9.506284285813482,2024-12-31,2025-04-29,0.0,,0
AMZN,2020,1628500000000.0,0.0552524969953168,0.2283735171941244,0.1036263578959107,38.6064,2.1331,0.9034837908440752,76.34428765646241,162.85,,,,,,,,,,2020-12-31,2021-12-31,26.80882259195512,2.3764200184218653,0
AMZN,2021,1687206400000.0,0.0710141287551455,0.2413396506202756,0.0781747245159336,46.42509881422925,3.2968379446640315,0.8419472675322797,50.56966790552692,166.72,3.604937058642932,28.52655104648873,5.677599393072175,-24.560964890363547,20.252338509234868,54.5561832386682,-6.811026820337895,-33.761032478182685,2.3764200184218653,2021-12-31,2022-12-31,-33.07025260776676,-49.61612284069098,0
AMZN,2022,855876000000.0,-0.0052958950004183,-0.0186383462404908,0.0182575867210029,50.44489154971047,-0.2671508489547551,0.9594297569893798,-314.42909625275536,84.0,-49.272596405513866,-107.45752302147982,-107.72286948812088,-76.6451537449529,8.658662745267343,-108.10324478906044,13.9536636066814,-721.7740975482862,-49.61612284069098,2022-12-31,2023-12-31,51.19047619047619,80.88095238095238,1
AMZN,2023,1565589760000.0,0.0529328357559783,0.1507120743034055,0.0822888072796974,55.782705745341616,2.952736801242236,0.6717572755417957,51.45734626129828,151.94,82.9224981188864,-1099.5068964131156,-908.6129121047856,350.71020906084584,10.581476204326943,-1205.269480817676,-29.983693892326137,-116.36532587936266,80.88095238095238,2023-12-31,2024-12-31,26.98527037432625,44.39252336448598,1
AMZN,2024,2297671470000.0,0.0928711719718665,0.2071825715984194,0.1331891439822983,60.9146376396448,5.657213787835386,0.4577403224114417,38.78057436537942,219.39,46.760762538457065,75.45096657961972,37.46912618383218,61.85572301417868,9.199861902955032,91.59221321234452,-31.85926835816432,-24.635494865099982,44.39252336448598,2024-12-31,2025-04-29,0.0,,0
ANSS,2020,31228592000.0,0.2580668376854297,0.1058810524096409,0.0783012003671887,19.58640493942218,5.054601584342963,0.1947640141029295,71.9740208856223,363.8,,,,,,,,,,2020-12-31,2021-12-31,26.80882259195512,10.258383727322705,0
ANSS,2021,34937552000.0,0.2384346900297107,0.1013876301056545,0.0763198691747163,21.89110218140069,5.219598163030999,0.1680570769982837,76.84882772030697,401.12,11.876808278772222,-7.607388780285507,-4.243839857769727,-2.530396958387704,11.76682116553085,3.2642845521025032,-13.712459782499476,6.77300889223833,10.258383727322704,2021-12-31,2022-12-31,-33.07025260776676,-39.77114080574392,0
ANSS,2022,21030651090.0,0.253544692389883,0.1076296828653405,0.0859899807513341,23.728078942229267,6.01612847641038,0.1548699292271793,40.15705464856505,241.59,-39.80502386085895,6.337166105439351,6.156621624532743,12.67050334491582,8.39143111939482,15.26037615349376,-7.846826808274843,-47.745390736840456,-39.77114080574392,2022-12-31,2023-12-31,51.19047619047619,50.20489258661367,0
ANSS,2023,31509959040.0,0.2204507678366342,0.0928345469805007,0.0822469858015961,26.1415475683208,5.762924233874219,0.1585043236412235,62.96803242128486,362.88,49.828737613277575,-13.05250141160883,-13.746334181204034,-4.352826825908929,10.171361246595657,-4.208757235304916,2.346739894684724,56.804409517456776,50.20489258661367,2023-12-31,2024-12-31,26.98527037432625,-7.040895061728403,0
ANSS,2024,29453294290.0,0.2262220858225509,0.0945859977260927,0.0809496120807742,29.145820210048903,6.593428240926323,0.1381996700862901,51.16154869270373,337.33,-6.527030858368265,2.6179622972298144,1.8866368206222672,-1.5774118749488977,11.492328959777344,14.411156096247767,-12.810157532922084,-18.74996450514821,-7.040895061728403,2024-12-31,2025-04-29,0.0,,0
APP,2020,23338686146.8,-0.0867860347353637,0.7943107635056293,0.0144349748200919,4.0538189084380924,-0.3518148685985825,-10.679371787189757,-185.32474269696823,65.2,,,,,,,,,,2020-12-31,2021-12-31,26.80882259195512,44.57055214723926,1
APP,2021,35355923073.6,0.012690540703103,0.0165783479647722,0.0204789747165552,7.446502881340063,0.0945001479114203,1.5474250382350605,997.4587562376572,94.26,51.49063169713904,-114.62279126105976,-97.91286373967728,41.87052607844328,83.69105896269913,-126.86076011734572,-114.48985079900716,-638.2221184942591,44.57055214723926,2021-12-31,2022-12-31,-33.07025260776676,-88.82877148313176,0
APP,2022,3912611155.83,-0.0771751948309193,-0.1142637452389449,-0.0017173743462219,7.581540704805183,-0.5851068810118856,1.7357191998431682,-17.996711954214906,10.53,-88.933647276907,-708.1316520426009,-789.234810861415,-108.38603675228708,1.813439484506296,-719.1597515385217,12.168225080736027,-101.8042562503634,-88.82877148313176,2022-12-31,2023-12-31,51.19047619047619,278.4425451092118,1
APP,2023,14025294651.95,0.1086510957522599,0.2839311995504362,0.1308381272377254,9.328218778762697,1.0135211917293754,2.529127322540513,39.31836879700935,39.85,258.4638006015896,-240.78499703214248,-348.48756616255474,-7718.497826380129,23.03856355807032,-273.21983805362004,45.710626624919136,-318.4752909144652,278.4425451092118,2023-12-31,2024-12-31,26.98527037432625,712.6223337515682,1
APP,2024,109105283839.89,0.3354624772362806,1.449577819415719,0.3890816199034665,13.97728621537618,4.688855058850611,3.263301762312606,69.0637684329234,323.83,677.9179443101439,208.7520424103067,410.53840568099406,197.37632914641728,49.83874785610614,362.6301943277573,29.028765504562017,75.65267976777447,712.6223337515682,2024-12-31,2025-04-29,0.0,,0
ARM,2024,130392806486.11,0.0946489328796783,0.0577903682719546,0.0248244470300705,3.1466462073865014,0.2978267056790193,0.0426817752596789,426.1202826343464,124.99,,,,,,,,,,2024-03-31,2025-04-29,14.896055736599624,,0
ASML,2020,166295165000.0,0.2542261329899488,0.2562998543136152,0.1690196500411643,33.4174037771934,8.495577336839588,0.3362903342132214,46.79493626361258,487.72,,,,,,,,,,2020-12-31,2021-12-31,26.80882259195512,63.23710325596652,1
ASML,2021,289605660000.0,0.3161141260544839,0.5801629094925349,0.3102632784054464,45.41483650561249,14.356271351878965,0.4018499891525156,49.22587367419092,796.14,74.15158161693998,24.34367873069205,126.36099854455338,83.56639499009884,35.901749903764404,68.9852352897254,19.494956669711105,5.194872788978722,63.23710325596652,2021-12-31,2022-12-31,-33.07025260776676,-31.368854724043516,1
ASML,2022,200361260000.0,0.2656257379542255,0.4983342193868509,0.2886873940110248,53.23962786019613,14.141815438772944,0.3774942406521354,35.62484620034849,546.4,-30.81583419329581,-15.9715697398339,-14.104433214673971,-6.9540567305637175,17.22959269844917,-1.4938134551068627,-6.060905601054123,-27.629834594430847,-31.36885472404352,2022-12-31,2023-12-31,51.19047619047619,38.5285505124451,0
ASML,2023,261601340000.0,0.2844494439102273,0.5827212988017008,0.3214560865927666,69.98095479939056,19.9060436769934,0.3612366566560613,33.37177446102819,756.92,30.56483074622309,7.086551966302901,16.93383198101055,11.350926040258758,31.445236587971827,40.76017158600822,-4.306710472718334,-6.324439203609145,38.5285505124451,2023-12-31,2024-12-31,26.98527037432625,-8.434180626750509,0
ASML,2024,266932710000.00003,0.2678989063401137,0.4097895739521995,0.2573981534731588,71.86092041698448,19.251461988304094,0.1990225580187045,35.25446537059538,693.08,2.0379750348373804,-5.818446098047891,-29.67657526936384,-19.927428905945376,2.686396067305874,-3.288356537898307,-44.90521536185162,5.641566683143617,-8.434180626750509,2024-12-31,2025-04-29,0.0,,0
AVGO,2020,141222600000.0,0.1239115874079035,0.1238441906196393,0.0691174191591296,5.942288557213931,0.736318407960199,1.718003430818794,47.71033783783784,34.96,,,,,,,,,,2020-11-01,2021-10-31,43.50322246092302,52.08810068649885,1
AVGO,2021,216521000000.0,0.245391621129326,0.269558605786546,0.1219115107313081,6.695121951219512,1.6429268292682926,1.589899555804554,32.14385391923991,53.17,53.31894470148546,98.03767045734256,117.65946746298104,76.38319285422135,12.66908173100485,123.12722478576136,-7.456555249903429,-32.62706705516671,52.08810068649885,2021-10-31,2022-10-30,-28.258007898200965,-11.05886778258417,1
AVGO,2022,192270900000.0,0.3462036562961178,0.5061869743273592,0.197349009387511,8.118092909535452,2.8105134474327627,1.7400590074419833,16.726481078729883,47.29,-11.199883614060536,41.08210162304684,87.78364461796883,61.87889740983235,21.253846736230784,71.06747527426258,9.444587306739782,-47.96367255539903,-11.05886778258417,2022-10-30,2023-10-29,25.634106853750676,77.28906745612181,1
AVGO,2023,349139500000.0,0.3931433038331611,0.5870435217608805,0.2254171029252789,8.631084337349398,3.3932530120481927,1.6353593463398366,24.79331771055248,83.84,81.58728127865422,13.558391623944765,15.973652332908529,14.222566216511323,6.319112549345052,20.73427419988785,-6.017017851369477,48.22793625182009,77.28906745612181,2023-10-29,2024-11-03,39.17812142038946,101.47900763358777,1
AVGO,2024,779375200000.0,0.1143017799666498,0.0871036378143562,0.0557474268286333,11.153546712802768,1.2748702422145328,0.998345104760779,132.20953350296864,168.92,123.2274492001048,-70.92617911784241,-85.1623202393781,-75.26921156150587,29.22532415235346,-62.42926072155724,-38.95255455657405,433.246639463253,101.47900763358776,2024-11-03,2025-04-29,5.189193637990996,,0
AXON,2020,7570148460.0,-0.0025315600665488,-0.001765932056686,-0.0034477868600092,11.022676507720696,-0.0279045676734323,0.0249760564606583,-4391.037389791183,122.53,,,,,,,,,,2020-12-31,2021-12-31,26.80882259195512,28.13188606871786,1
AXON,2021,10391987000.0,-0.0695150808275836,-0.0572773367155,-0.056213247433367,13.043782387333623,-0.906739586952909,0.025747030345021,-173.14783898163884,157.0,37.27586790286013,2645.938433226631,3143.4620855679086,1530.4153857473952,18.33589036380836,3149.4306938007426,3.086851943889224,-96.05678969201688,28.13188606871786,2021-12-31,2022-12-31,-33.07025260776676,5.687898089171983,1
